,videoId,thumbnail,title,descriptionSnippet,publishedTimeText,lengthText,viewCountText,Link
317,fmzC4Lew2Wc,https://i.ytimg.com/vi/fmzC4Lew2Wc/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBaQlTfmMRgyhRZypdNrgIoWQ4WeA,Masaibu ya Awiti shags....Ep189 Pt2,"The Real Househelps of Kawangware is a dramatic & comical series that revolves around the lives of the inhabitants of Kawangware. These are the house helps, their employers and their friends.",6 years ago,"12 minutes, 54 seconds","150,027 views",https://www.youtube.com/watch?v=fmzC4Lew2Wc
318,wHzGfhQSDHI,https://i.ytimg.com/vi/wHzGfhQSDHI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAT3K1rQhfZrwXCOUlpE1kzHqiDOA,Awiti ochopo!!!!....Ep188 Pt2,"The Real Househelps of Kawangware is a dramatic & comical series that revolves around the lives of the inhabitants of Kawangware. These are the house helps, their employers and their friends.",6 years ago,"11 minutes, 28 seconds","453,973 views",https://www.youtube.com/watch?v=wHzGfhQSDHI
319,-OHCvWISQEY,https://i.ytimg.com/vi/-OHCvWISQEY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLATka7OIZvJuOe1DxMJViyMrtA5Mg,Christmas ya musaino...Ep188 Pt1,"The Real Househelps of Kawangware is a dramatic & comical series that revolves around the lives of the inhabitants of Kawangware. These are the house helps, their employers and their friends.",6 years ago,"9 minutes, 58 seconds","304,351 views",https://www.youtube.com/watch?v=-OHCvWISQEY
320,229_oOfItTk,https://i.ytimg.com/vi/229_oOfItTk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCfqhbX4rtEdQWeszLGDnGHP5zkzQ,Kizungu ya Dj Shiti utawezana?...Ep 187 Pt 2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"12 minutes, 36 seconds","976,691 views",https://www.youtube.com/watch?v=229_oOfItTk
321,nwC-nHSaUUo,https://i.ytimg.com/vi/nwC-nHSaUUo/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDJOPnF1LZx7Abn8Q3CHqZUAiOjFw,Apa kuna deal ya inside catering...Ep 187 Pt 1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 4 seconds","279,550 views",https://www.youtube.com/watch?v=nwC-nHSaUUo
322,dcKl6_Mwn6w,https://i.ytimg.com/vi/dcKl6_Mwn6w/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLARQYheA_HeaIuNx9x1Ih_faedNvg,Camila sichukui simu...Ep186 Pt2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 50 seconds","319,207 views",https://www.youtube.com/watch?v=dcKl6_Mwn6w
323,jS2XAIItKmY,https://i.ytimg.com/vi/jS2XAIItKmY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCWui80oH4Slvxon7QeY5Ckr4n7EA,Royal Wedding manenos....Ep186 Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 10 seconds","529,420 views",https://www.youtube.com/watch?v=jS2XAIItKmY
324,Tdw3TJ2WhqE,https://i.ytimg.com/vi/Tdw3TJ2WhqE/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLB8t8hBXnIt8WMcN2Z1E_D8XdVx0w,Njambi atapata works?...EP 185 Pt 2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"9 minutes, 49 seconds","227,669 views",https://www.youtube.com/watch?v=Tdw3TJ2WhqE
325,U226MAUVuh8,https://i.ytimg.com/vi/U226MAUVuh8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCI8Tq8xb7t2djhaBaU7dHvfkOemA,Harusi tunayo hatuna?...Ep 185 Pt 1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 38 seconds","317,795 views",https://www.youtube.com/watch?v=U226MAUVuh8
326,rOs2tH-i-98,https://i.ytimg.com/vi/rOs2tH-i-98/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBPXEqoEcnrVHObMOAIIFMzheO1fQ,Mistari za Crotus ni zilezile...Ep 184 Pt 2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 59 seconds","220,817 views",https://www.youtube.com/watch?v=rOs2tH-i-98
327,YGAnfN3pa9A,https://i.ytimg.com/vi/YGAnfN3pa9A/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCEXmsH6qaC_XveMubfPtBNlr91VA,Nkirote is dancing to wedding bells ...Ep 184 Pt 1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 23 seconds","431,115 views",https://www.youtube.com/watch?v=YGAnfN3pa9A
328,CQhm9K4dm_8,https://i.ytimg.com/vi/CQhm9K4dm_8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLB6qko2XTLq1NswxPVqfHEiBJqFdg,Nkirote is upset!....Ep 183 Pt 1.,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 12 seconds","214,305 views",https://www.youtube.com/watch?v=CQhm9K4dm_8
329,7OXPTG1Pm60,https://i.ytimg.com/vi/7OXPTG1Pm60/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCNkk0NcXtWn9bNopAkY321Lhd0Eg,Chief Justice Awiti...Ep 183  Pt 2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"9 minutes, 54 seconds","229,486 views",https://www.youtube.com/watch?v=7OXPTG1Pm60
330,JtGDD5UIfGI,https://i.ytimg.com/vi/JtGDD5UIfGI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAQ1dnk4wOoUcRcMplTYWxddSxewg,Huyu Jane Rose huoga kwa river ama lake?....Ep 182 Pt 1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 6 seconds","438,505 views",https://www.youtube.com/watch?v=JtGDD5UIfGI
331,sfAReFO6eTU,https://i.ytimg.com/vi/sfAReFO6eTU/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDhB-srVkAoE4CFjjAtjKaN5j9afw,"""Looks don't lie, even if you try""....Ep 182 Pt 2","The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 45 seconds","273,661 views",https://www.youtube.com/watch?v=sfAReFO6eTU
332,F3h-ICBelU0,https://i.ytimg.com/vi/F3h-ICBelU0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLApbSvYhWWroPJNrsKs66U_DXNMBQ,Princess Abong wajameni.....Ep181 Pt2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 12 seconds","482,328 views",https://www.youtube.com/watch?v=F3h-ICBelU0
333,dF1XP8Wq4yg,https://i.ytimg.com/vi/dF1XP8Wq4yg/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDclIoycGgBtrn9gky1_Q3kd5vhiw,Shiti's many fees.....Ep181 Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 29 seconds","573,679 views",https://www.youtube.com/watch?v=dF1XP8Wq4yg
334,HSRUEOe5joQ,https://i.ytimg.com/vi/HSRUEOe5joQ/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBiVOJRkVg5CVkUf8ktrkZ7GQ6xmQ,Don't call me Mboss  Call me Crotas.... Ep180  Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"9 minutes, 50 seconds","341,443 views",https://www.youtube.com/watch?v=HSRUEOe5joQ
335,PrndxnILrlE,https://i.ytimg.com/vi/PrndxnILrlE/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDsUbIhi1sJHZO3rkHQ7rwKU4U0WA,Karibu Camilla.... Ep180  Pt2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"9 minutes, 21 seconds","113,755 views",https://www.youtube.com/watch?v=PrndxnILrlE
336,92ZydYeHq40,https://i.ytimg.com/vi/92ZydYeHq40/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDw6DL6wh0VwEl_LjnYzxpdpFwIPg,Kenbeeleevit..worristhis!....Ep179 Pt2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"12 minutes, 20 seconds","257,201 views",https://www.youtube.com/watch?v=92ZydYeHq40
337,5fvLeeP6ukc,https://i.ytimg.com/vi/5fvLeeP6ukc/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD4N3LmfbrJeT3hPM1SPou4Sbe7zQ,Waitherero nursing home.....Ep179 Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"7 minutes, 55 seconds","181,181 views",https://www.youtube.com/watch?v=5fvLeeP6ukc
338,U7ZGavhuyEI,https://i.ytimg.com/vi/U7ZGavhuyEI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBJUz0YgZPAKOrCPXGDiVC7aCGgfQ,Riffraffs of Kawangware....Ep178 Pt 2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 33 seconds","145,948 views",https://www.youtube.com/watch?v=U7ZGavhuyEI
339,JzdMJbXoBLg,https://i.ytimg.com/vi/JzdMJbXoBLg/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBpNv1ea4iBoAIQX30gHUZmeBom-g,Madam Love ako na game....Ep178 Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 9 seconds","351,390 views",https://www.youtube.com/watch?v=JzdMJbXoBLg
340,e8jdQXXizIY,https://i.ytimg.com/vi/e8jdQXXizIY/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGGUgUyhRMA8=&rs=AOn4CLBnSbDr6m4XxtbmmoL53HH1q7pTjw,Wivu itamaliza Njambi.....Ep177 Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 50 seconds","417,673 views",https://www.youtube.com/watch?v=e8jdQXXizIY
341,Uvoloajc7VA,https://i.ytimg.com/vi/Uvoloajc7VA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAOcCIdiFkMbmk-Nh9ZteDhixnzqA,Karibu sana Pirate....Ep177 Pt2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 57 seconds","243,084 views",https://www.youtube.com/watch?v=Uvoloajc7VA
342,1p1qopjobK8,https://i.ytimg.com/vi/1p1qopjobK8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAMqMU7F_0JiUyUrg8t8BYcL7ip2w,Alahaula! Sinema ndio hii....Ep176 Pt 2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,11 minutes,"227,744 views",https://www.youtube.com/watch?v=1p1qopjobK8
343,eaDmnowUIkY,https://i.ytimg.com/vi/eaDmnowUIkY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA4YSDU00cIinRURvgeZ-K1M2dX8g,Servers za Kawangware zimehakiwa.....Ep176 Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 46 seconds","291,365 views",https://www.youtube.com/watch?v=eaDmnowUIkY
344,gDKJ84f9C98,https://i.ytimg.com/vi/gDKJ84f9C98/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBIPnyjySeIR2qLxRglVNlPjHzk1g,Masaibu ya Piriton on payday...Ep175 Pt 1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"9 minutes, 51 seconds","267,628 views",https://www.youtube.com/watch?v=gDKJ84f9C98
345,0Og95WviNh8,https://i.ytimg.com/vi/0Og95WviNh8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDsbciQ22mSYtD9ZgyMO49QqKB2eQ,Babe wa Waitherero ako na probrems! .....Ep175 Pt,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 58 seconds","218,648 views",https://www.youtube.com/watch?v=0Og95WviNh8
346,4CrSg4NedDY,https://i.ytimg.com/vi/4CrSg4NedDY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBu7WG9cSpYsg-BRHcJ-A1u7UeDHg,Sema DJ kuangukia!.... Ep174 Pt 1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 42 seconds","557,897 views",https://www.youtube.com/watch?v=4CrSg4NedDY
347,G92kY4slt8A,https://i.ytimg.com/vi/G92kY4slt8A/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBYKyl-J_VcvkyXu2iN2xUf8T6emQ,Twende Parrey parrey!....Ep174 Pt 2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"9 minutes, 43 seconds","320,441 views",https://www.youtube.com/watch?v=G92kY4slt8A
348,1f6wWLauM1Q,https://i.ytimg.com/vi/1f6wWLauM1Q/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLC23NHbaUOKgR5ryluucYpJqj8krg,Huyu Shiti nani anaezamhelp tafadhali......Ep173 Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"12 minutes, 27 seconds","620,976 views",https://www.youtube.com/watch?v=1f6wWLauM1Q
349,O_RvO3426_8,https://i.ytimg.com/vi/O_RvO3426_8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBAJF65Vqj0ZJzeGTISzeOCK_DX9A,Krotas vs Nkrotee round one ....Ep173 Pt2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 42 seconds","323,728 views",https://www.youtube.com/watch?v=O_RvO3426_8
350,6aUHCmycfVI,https://i.ytimg.com/vi/6aUHCmycfVI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBc0wpGdWvrv43wfGqeA8koMB_Qrg,Aliye juu mngoje mtaa..@Shiti.... Ep172 Pt2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 17 seconds","206,264 views",https://www.youtube.com/watch?v=6aUHCmycfVI
351,ibLUwNK9wEY,https://i.ytimg.com/vi/ibLUwNK9wEY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAgU6oPwjsdskIGYmPxsvZudlDT2Q,Awiti atatoboa hii Kamiti?...Ep172 Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 25 seconds","223,394 views",https://www.youtube.com/watch?v=ibLUwNK9wEY
352,_WYg5nLbSnY,https://i.ytimg.com/vi/_WYg5nLbSnY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDJgjQV6M6qZVc-L_Y2gN3xkFfsqQ,Ha Ha!!! Mboch Code..... Ep171 Pt2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 38 seconds","306,069 views",https://www.youtube.com/watch?v=_WYg5nLbSnY
353,vjit_QJ7xkI,https://i.ytimg.com/vi/vjit_QJ7xkI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA0nniKJz5b7mdDMSMv1LICa9O0BQ,Woishe Awiti....!Ep171 Pt 1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 26 seconds","238,287 views",https://www.youtube.com/watch?v=vjit_QJ7xkI
354,f2L0JUGF8Xw,https://i.ytimg.com/vi/f2L0JUGF8Xw/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBtCLOXuoaVgmAzf5ZS4UIAhj9lCA,Poster na flies za campaign....Ep170 Pt2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 36 seconds","130,687 views",https://www.youtube.com/watch?v=f2L0JUGF8Xw
355,UhOLFJSijGU,https://i.ytimg.com/vi/UhOLFJSijGU/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCwvWgmp4fprdNXfe8EVtWP_KS2fg,He he he!!!!! wacha tuprocess mambo.......Ep170 Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 33 seconds","160,628 views",https://www.youtube.com/watch?v=UhOLFJSijGU
356,kNbiTqK8FyI,https://i.ytimg.com/vi/kNbiTqK8FyI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDJzsxv0I2_RBcOiEzXzlJyQwcqpA,Vindu vichenjanga!!! He! ....Ep169 Pt 2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 48 seconds","316,317 views",https://www.youtube.com/watch?v=kNbiTqK8FyI
357,F68tG0TTU4c,https://i.ytimg.com/vi/F68tG0TTU4c/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDoKbHlC1EJyr9C6wOuF8uZvMYb4w,One happy famere!!!!.....Ep169 Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 46 seconds","164,844 views",https://www.youtube.com/watch?v=F68tG0TTU4c
358,6nxapcF65Sc,https://i.ytimg.com/vi/6nxapcF65Sc/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGGUgSihOMA8=&rs=AOn4CLA0t3-JUzuSOTx_snRTzgUsQp7E9Q,Tunasubiria embe chini ya mnazi.....Ep168 Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"9 minutes, 34 seconds","176,115 views",https://www.youtube.com/watch?v=6nxapcF65Sc
359,e_0fZzoDjAM,https://i.ytimg.com/vi/e_0fZzoDjAM/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBwNWSoaS9IdmSEDQgGd9nmPAdsWA,Doh Re Mi Fa So La Ti Doh!!!!....Ep168 Pt2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 40 seconds","279,485 views",https://www.youtube.com/watch?v=e_0fZzoDjAM
360,9zcfDNbAVYM,https://i.ytimg.com/vi/9zcfDNbAVYM/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGGUgTyhAMA8=&rs=AOn4CLDjgR3ITS-0zEE1uhVs1aBAJP7FkA,Kumbe Michi anakuanga amekaliwa kuumiza mbavu...Ep 167 Pt 2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 16 seconds","174,163 views",https://www.youtube.com/watch?v=9zcfDNbAVYM
361,qW-RD5Kj8eY,https://i.ytimg.com/vi/qW-RD5Kj8eY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDTqbsA7yWJ4KAl7HBYEJPcGHhZ1Q,Staki story zako za set books... Ep 167 Pt 1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"10 minutes, 37 seconds","210,777 views",https://www.youtube.com/watch?v=qW-RD5Kj8eY
362,QeEnH4b73jk,https://i.ytimg.com/vi/QeEnH4b73jk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLB-Yi4az0mroFgoq0EqHlqRPt9R4A,Operation toa ufala....Ep166 Pt1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 28 seconds","193,835 views",https://www.youtube.com/watch?v=QeEnH4b73jk
363,2UvIT3qqukI,https://i.ytimg.com/vi/2UvIT3qqukI/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-BIAC4AOKAgwIABABGH8gHSgcMA8=&rs=AOn4CLDEZfPOmMoCXvOqIdpwBt5U_UDLaw,Shitiani is a way of life!...Ep166 Pt2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 40 seconds","190,566 views",https://www.youtube.com/watch?v=2UvIT3qqukI
364,YhMz4jeR65c,https://i.ytimg.com/vi/YhMz4jeR65c/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDgPAaKy2uJiOI6wF-qF_257xVeKw,Mungu alisema tusameaheane 70x7. . . .Ep 165 Part 1,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 43 seconds","195,311 views",https://www.youtube.com/watch?v=YhMz4jeR65c
365,DKraSEcD9mA,https://i.ytimg.com/vi/DKraSEcD9mA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBv1TXRzGCZKYqc0Bmi3WCLUZ5ong,Tunapigania wanaume wote wako na umama. . . .EP 165 Part 2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 1 second","138,130 views",https://www.youtube.com/watch?v=DKraSEcD9mA
366,Ggf1BYUL1nA,https://i.ytimg.com/vi/Ggf1BYUL1nA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAsET5AY8Sh46b5b5ER9Wzg73dKpw,Unachezea Harambee Starlets? Izo miguu zinakaa za defender...Ep 164 Pt2,"The Real Househelps of Kawangware follows the lives of 4 househelps Awiti, Kalekye, Njambi and Trufena as they go through their daily routines in Kawangware.",6 years ago,"11 minutes, 43 seconds","273,890 views",https://www.youtube.com/watch?v=Ggf1BYUL1nA
