,videoId,thumbnail,title,descriptionSnippet,publishedTimeText,lengthText,viewCountText,Link
142,yfED7R-LJK8,https://i.ytimg.com/vi/yfED7R-LJK8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAQ9sTjYhBXyodtsLbjojA30-oOPA,Ni nini Njambi attitude?....Ep263 Pt1,The Real Househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 22 seconds","234,655 views",https://www.youtube.com/watch?v=yfED7R-LJK8
143,Tj563JmsmQ8,https://i.ytimg.com/vi/Tj563JmsmQ8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAZX9gzPkm-83i_my-0WFbHTFiS0Q,"""Mimba sio yangu, tafuta mwenye mimba....!"" Ep  263 Promo",The Real Househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,49 seconds,"47,704 views",https://www.youtube.com/watch?v=Tj563JmsmQ8
144,lX-oox53bhA,https://i.ytimg.com/vi/lX-oox53bhA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBnTw1SyF4tw1He4pobowv-3BbWKQ,Huyu Shiti AKA kiumbe kipya.....Ep 262 P2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"12 minutes, 26 seconds","426,957 views",https://www.youtube.com/watch?v=lX-oox53bhA
145,BtTUU1KaSqM,https://i.ytimg.com/vi/BtTUU1KaSqM/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDWyDoH-21FQCq1tTk1y2TbuAEW1A,When will women get it yawa?.....Ep 262 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"9 minutes, 31 seconds","261,009 views",https://www.youtube.com/watch?v=BtTUU1KaSqM
146,lX1RZs3ya3g,https://i.ytimg.com/vi/lX1RZs3ya3g/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDMjadQgDfxPSEgGacNCtUTanH-yw,Apples Kawangware????......Ep 262 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,48 seconds,"44,307 views",https://www.youtube.com/watch?v=lX1RZs3ya3g
147,i2qYTAjXs34,https://i.ytimg.com/vi/i2qYTAjXs34/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCCVFqePihEBYc15lfiRjRJ6KY5vg,Nilikua nimesave mate ju ya session kama hii ya kiangazii... Ep 261 Pt 2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"11 minutes, 23 seconds","234,763 views",https://www.youtube.com/watch?v=i2qYTAjXs34
148,dIg5RzMfxGU,https://i.ytimg.com/vi/dIg5RzMfxGU/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA65lrTC9X4OaqaluFfqYOdNdeSUg,I can take care of myself...Ep 261 Pt 1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 12 seconds","236,780 views",https://www.youtube.com/watch?v=dIg5RzMfxGU
149,Gowlx9-ygRk,https://i.ytimg.com/vi/Gowlx9-ygRk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA5K0MlNofVSA4dUYiuY52DqBxb_w,Bad character with good moral... Ep 261 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,47 seconds,"42,763 views",https://www.youtube.com/watch?v=Gowlx9-ygRk
150,0XB1T55pPh4,https://i.ytimg.com/vi/0XB1T55pPh4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCeRTayVC4Gu4C50TgLDi_d-8hPog,You disgust me...! Ep 260 Pt 2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"11 minutes, 12 seconds","212,923 views",https://www.youtube.com/watch?v=0XB1T55pPh4
151,mnrnArh5n_Y,https://i.ytimg.com/vi/mnrnArh5n_Y/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBN6ci-x_iAVxRdwtMg_JOVnrqCpw,Awiti anarudi game park...Ep 260 Pt 1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 4 seconds","282,321 views",https://www.youtube.com/watch?v=mnrnArh5n_Y
152,I6w39p6CKcs,https://i.ytimg.com/vi/I6w39p6CKcs/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA8G74suz0KwGbkMLwMGR8WmWYFeA,Inauma lakini inabidi uzoee....Ep 260 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,52 seconds,"47,659 views",https://www.youtube.com/watch?v=I6w39p6CKcs
153,VPVyTATa-Wk,https://i.ytimg.com/vi/VPVyTATa-Wk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD_woGbHL-ykUr6oVR2DJuwQ-eH8w,Ha ha !! Shiti Vixen tena!!!...Ep 259 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"11 minutes, 23 seconds","214,051 views",https://www.youtube.com/watch?v=VPVyTATa-Wk
154,iSRb-y-KNng,https://i.ytimg.com/vi/iSRb-y-KNng/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDI_FwC6OT3DlAiPGpdEiAx12Ddlw,Siri iko safe na Njambi..  Ep259 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"9 minutes, 55 seconds","208,124 views",https://www.youtube.com/watch?v=iSRb-y-KNng
155,aCLUhP5PEAg,https://i.ytimg.com/vi/aCLUhP5PEAg/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBcUH9bu3XzfnERnWUsQqm0kKuRVg,I'd rather die than resign....Ep259 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,47 seconds,"45,944 views",https://www.youtube.com/watch?v=aCLUhP5PEAg
156,IiU2KUYGASk,https://i.ytimg.com/vi/IiU2KUYGASk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDHMckt6Jp-zTpNw3njwEhgS2EY8Q,Woi Brayo amkia serikali...Ep258 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"9 minutes, 50 seconds","229,262 views",https://www.youtube.com/watch?v=IiU2KUYGASk
157,2Mux7K-WEF8,https://i.ytimg.com/vi/2Mux7K-WEF8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDRX5V958K5ymKVXpNvwqsbl-k94w,Njambi uko serious?...E258 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"11 minutes, 28 seconds","228,044 views",https://www.youtube.com/watch?v=2Mux7K-WEF8
158,TG0FjH4U0W4,https://i.ytimg.com/vi/TG0FjH4U0W4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBnAJ1MeoX5dZ4OBerSh9O5s8ccBA,Michi the prefect.....Ep258 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,48 seconds,"46,541 views",https://www.youtube.com/watch?v=TG0FjH4U0W4
159,yeI-Mt2klZ4,https://i.ytimg.com/vi/yeI-Mt2klZ4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBSoE_wjCW_6xW_exPnhxnruvlsbw,Camilla surely!!!....E257 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"11 minutes, 5 seconds","248,898 views",https://www.youtube.com/watch?v=yeI-Mt2klZ4
160,xR8O_fTirkE,https://i.ytimg.com/vi/xR8O_fTirkE/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBT4pj33GXoZMU1U1ZUfOv06FZEaA,Wacha kuchelewesha Awiti.....Ep257 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 17 seconds","310,089 views",https://www.youtube.com/watch?v=xR8O_fTirkE
161,0rtZGH0ESXc,https://i.ytimg.com/vi/0rtZGH0ESXc/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBTnw3SY6QdTg7YYFnQqWuqOoijtQ,Shiti has changed...Ep257 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,46 seconds,"83,429 views",https://www.youtube.com/watch?v=0rtZGH0ESXc
162,V_1iOcfC1QI,https://i.ytimg.com/vi/V_1iOcfC1QI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBKV15L44WSqpn96K-J7ZtA2JlIXw,Shiti seek God first!!!....Ep256 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"11 minutes, 16 seconds","256,947 views",https://www.youtube.com/watch?v=V_1iOcfC1QI
163,YSxJPN5bcWA,https://i.ytimg.com/vi/YSxJPN5bcWA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLC-VeC5uHhiuuHQmW7pV-Xh_5vWiQ,Sasa tuko microfinancing...Ep256 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 5 seconds","266,433 views",https://www.youtube.com/watch?v=YSxJPN5bcWA
164,qnYdOX0cwak,https://i.ytimg.com/vi/qnYdOX0cwak/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBn6M3IdASFNjwYIggP5PX24MW_VQ,Ati nani anakatia nani?...Ep256 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,46 seconds,"49,671 views",https://www.youtube.com/watch?v=qnYdOX0cwak
165,m4x9ZB4LkvQ,https://i.ytimg.com/vi/m4x9ZB4LkvQ/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLATRPmOYZUxdDynC382LuU6UF_Dww,Leo ni babe jana ni mbau.....Ep255 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 48 seconds","274,949 views",https://www.youtube.com/watch?v=m4x9ZB4LkvQ
166,mxa_om6OO-4,https://i.ytimg.com/vi/mxa_om6OO-4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD4MwetWvpwOfr0H8THxIBfiaI-5A,Mapromoters wa gospel wako? ...Ep255 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"11 minutes, 2 seconds","337,509 views",https://www.youtube.com/watch?v=mxa_om6OO-4
167,aLtkHu-ivv8,https://i.ytimg.com/vi/aLtkHu-ivv8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBZRITPLlKpvCXcy1tCUmpjIdbo_g,Just link on my bio...Ep255 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,49 seconds,"56,439 views",https://www.youtube.com/watch?v=aLtkHu-ivv8
168,SkQmftKp4dk,https://i.ytimg.com/vi/SkQmftKp4dk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA-D-9m3fsNSWClgvU8KfUoEyNLyQ,Shiti punguza kiherehere...Ep254 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 49 seconds","341,908 views",https://www.youtube.com/watch?v=SkQmftKp4dk
169,aZW-ABlEXKY,https://i.ytimg.com/vi/aZW-ABlEXKY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAfhijnEfkFk0-ym3opeVSXyHVF8g,The chapati love challenge...Ep254 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"11 minutes, 3 seconds","253,974 views",https://www.youtube.com/watch?v=aZW-ABlEXKY
170,qivGuFHULtA,https://i.ytimg.com/vi/qivGuFHULtA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDY6TtQv6hvVOrF_9cLo_et8Vobew,Martha Karua in a small satchet....Ha ha!! Ep254 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,45 seconds,"39,952 views",https://www.youtube.com/watch?v=qivGuFHULtA
171,5K5EGCr5nd4,https://i.ytimg.com/vi/5K5EGCr5nd4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAJxf42e7Zii2nNV0gN2pjL-KW7Kw,Sioshi mkojo...E253 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"12 minutes, 12 seconds","244,530 views",https://www.youtube.com/watch?v=5K5EGCr5nd4
172,9dkimS3gsJA,https://i.ytimg.com/vi/9dkimS3gsJA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBtPLdi-TTJ88c62k8nOdxiCSTavQ,Jabi ako tocharised sana...Ep253 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"9 minutes, 36 seconds","271,031 views",https://www.youtube.com/watch?v=9dkimS3gsJA
173,DiwGZvLbueU,https://i.ytimg.com/vi/DiwGZvLbueU/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCC4SExbef4o0JNndRDbue9PxN1Mw,What do you want Awiti!...Ep253 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,46 seconds,"40,743 views",https://www.youtube.com/watch?v=DiwGZvLbueU
174,YBA_BzRIILk,https://i.ytimg.com/vi/YBA_BzRIILk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDZiOEbYmp__urm5k4mpeNwOYjtKg,You can't talk to my househelp like that....Ep 252 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 50 seconds","269,554 views",https://www.youtube.com/watch?v=YBA_BzRIILk
175,GgZ59lqjcuM,https://i.ytimg.com/vi/GgZ59lqjcuM/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBhRcxuNsUAHKRXMr-eHO0JY4wi8A,Shiti heshimu Mungu pliz......Ep252 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 7 seconds","212,143 views",https://www.youtube.com/watch?v=GgZ59lqjcuM
176,g8p4I5mr8oI,https://i.ytimg.com/vi/g8p4I5mr8oI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDyan7WCMVuLO00R1XXEemhr7myYg,Nkirots is tired kapsaa.....Ep 252 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,46 seconds,"20,520 views",https://www.youtube.com/watch?v=g8p4I5mr8oI
177,MQuK03XPEXM,https://i.ytimg.com/vi/MQuK03XPEXM/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCflgdYZriI0qT1sqUaSSwgJJfCSg,Goodbye Njambi.....Ep251 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 43 seconds","247,778 views",https://www.youtube.com/watch?v=MQuK03XPEXM
178,7IREAkpcSg8,https://i.ytimg.com/vi/7IREAkpcSg8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCnAuEbT_SU0wVpehwArkHlcYurIQ,Shetani nakuonea 18....Ep251 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 24 seconds","269,620 views",https://www.youtube.com/watch?v=7IREAkpcSg8
179,NOddutnpbDc,https://i.ytimg.com/vi/NOddutnpbDc/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDexxmMsxl54m2jMBjda8VScsJWJg,Baaas!!!! ....Ep251 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,46 seconds,"46,113 views",https://www.youtube.com/watch?v=NOddutnpbDc
180,wTjTAyAei7A,https://i.ytimg.com/vi/wTjTAyAei7A/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBofk70h356cu5HycF94Q6rx_kRlQ,Huyu MC Prayerwasher........Ep250 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 15 seconds","201,191 views",https://www.youtube.com/watch?v=wTjTAyAei7A
181,TC_UMsN73uI,https://i.ytimg.com/vi/TC_UMsN73uI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBeb4QFc3tq5EbKiBIC0khaR0Jocw,Nkirote hapo naona kasheshe....Ep250 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 51 seconds","269,913 views",https://www.youtube.com/watch?v=TC_UMsN73uI
182,VU7POiWDvpI,https://i.ytimg.com/vi/VU7POiWDvpI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBAtP1Bst_mZBHKkbixb1t1qIdGcw,Watu wa kupoke noses....Ep250 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,48 seconds,"38,600 views",https://www.youtube.com/watch?v=VU7POiWDvpI
183,irIOYoWtMbw,https://i.ytimg.com/vi/irIOYoWtMbw/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAZzlvf45C_iRDvCPRMgLG9wcXQFw,Nani atasaidia Nyambegea?....Ep249  Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 27 seconds","304,575 views",https://www.youtube.com/watch?v=irIOYoWtMbw
184,uEI2frwywZo,https://i.ytimg.com/vi/uEI2frwywZo/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAurE06rSdQFvlFgc6GeD_pzzwnWQ,women's Empowerment Meeting.....Ep249 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 58 seconds","256,386 views",https://www.youtube.com/watch?v=uEI2frwywZo
185,2f-CC7MP5oE,https://i.ytimg.com/vi/2f-CC7MP5oE/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBO9F8_8r8tVXQRImxJG-6_Yetd7Q,Shifra the unshakaboss....Ep249 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,50 seconds,"55,371 views",https://www.youtube.com/watch?v=2f-CC7MP5oE
186,IPePAJedJos,https://i.ytimg.com/vi/IPePAJedJos/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLA-q9IcmGoaix3dgewL61TQ8tgdYw,Shifira Bet imeungua....Ep248 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 48 seconds","257,100 views",https://www.youtube.com/watch?v=IPePAJedJos
187,lps0IrVjOEM,https://i.ytimg.com/vi/lps0IrVjOEM/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAAa3uaoe70-KA_EFoh4PfRuNFCbA,Nkirote hapo kuna vile.....Ep248 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 34 seconds","361,105 views",https://www.youtube.com/watch?v=lps0IrVjOEM
188,Q7DW8s8oI38,https://i.ytimg.com/vi/Q7DW8s8oI38/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCRz8U8NG5OmE6b1thDdKVM4Kgw9w,Fixing and building bridges.....Ep248 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,46 seconds,"47,262 views",https://www.youtube.com/watch?v=Q7DW8s8oI38
189,ClpDSzbRqqk,https://i.ytimg.com/vi/ClpDSzbRqqk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAtR0Q1XjGvOBHP6LYeAECcVfOI-w,Mama Ravenda vs Njambi.....Ep247 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"11 minutes, 20 seconds","251,924 views",https://www.youtube.com/watch?v=ClpDSzbRqqk
190,zGUhj3naZyg,https://i.ytimg.com/vi/zGUhj3naZyg/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCO88vz4Smthzxf5-1P4a0Rqra_Kw,Huyo Nkirote kwa meno ya simba.....Ep247 Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 28 seconds","301,835 views",https://www.youtube.com/watch?v=zGUhj3naZyg
191,GaXJj8x67VE,https://i.ytimg.com/vi/GaXJj8x67VE/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBDIYZPt1UiTi7r7CZgJy9MpvI51g,Oops ooops ooops....Ep247 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,47 seconds,"39,551 views",https://www.youtube.com/watch?v=GaXJj8x67VE
192,hmEZBK0I1Rs,https://i.ytimg.com/vi/hmEZBK0I1Rs/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGHIgRihSMA8=&rs=AOn4CLArs4c3PLrpdrQ5J3l2hR5nFDYo0g,Log into your commonsense please....Ep246 PT1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"10 minutes, 17 seconds","266,160 views",https://www.youtube.com/watch?v=hmEZBK0I1Rs
193,mTTqaIHvYVQ,https://i.ytimg.com/vi/mTTqaIHvYVQ/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCFeLe4Q6CLvKZZQd70GvH1i1iRDA,Camirar vs Shipla Round one!!!....Ep246 Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"11 minutes, 47 seconds","207,881 views",https://www.youtube.com/watch?v=mTTqaIHvYVQ
194,U3CTcDxIvSs,https://i.ytimg.com/vi/U3CTcDxIvSs/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLB2XRzQ_hWVKteo_h0W8tW3x7DYWw,Awiti utamanage kweli?....Ep246 Promo,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,47 seconds,"44,603 views",https://www.youtube.com/watch?v=U3CTcDxIvSs
195,Fg3TplKPCX4,https://i.ytimg.com/vi/Fg3TplKPCX4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCWeln5QATxRYkJg1fYzCKS3NxqkA,Nkirote has moved on.... Ep245  Pt2,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"12 minutes, 15 seconds","207,158 views",https://www.youtube.com/watch?v=Fg3TplKPCX4
196,TyRcfWXAhK0,https://i.ytimg.com/vi/TyRcfWXAhK0/hqdefault.jpg?sqp=-oaymwE1CKgBEF5IVfKriqkDKAgBFQAAiEIYAXABwAEG8AEB-AH-CYAC0AWKAgwIABABGHIgUSg5MA8=&rs=AOn4CLCBYXvYWNpb4HKEXHMNOHNX2niprg,Wasupa wa Meru hawapatani.... Ep245  Pt1,The real househelps of Kawangware follows the lives of domestic works and their friends as they navigate the ups and downs of life in Kawangware,4 years ago,"9 minutes, 4 seconds","229,800 views",https://www.youtube.com/watch?v=TyRcfWXAhK0
